时间;类型;描述
 2021-05-25 14:08:43 ;内存;安全内存0X34E2520 -- 0X34E253C，用户可用内存  20 字节，实链两端0X34E2504 <---> 0X34E253C，虚链数据0X34E253C  <---> 0X34E2504
 2021-05-25 14:08:43 ;内存;安全内存0X34E253C -- 0X34E2558，用户可用内存  20 字节，实链两端0X34E2520 <---> 0X34E2558，虚链数据0X      0  <---> 0X34E2520
 2021-05-25 14:08:43 ;内存;安全内存0X34E2558 -- 0X34E25A8，用户可用内存  72 字节，实链两端0X34E253C <---> 0X34E25A8，虚链数据0X65666173  <---> 0X7461725F
 2021-05-25 14:08:43 ;内存;安全内存0X34E25A8 -- 0X34E2850，用户可用内存 672 字节，实链两端0X34E2558 <---> 0X      0，虚链数据0X      0  <---> 0X      0
 2021-05-25 14:08:43 ;内存;空指针
 2021-05-25 14:08:43 ;任务;模拟保温主程序WarmMainTask准备结束之前，函数返回错误代码为0，此时安全数据区总大小为：944B，剩余可供分配的有效空间为：840B，共有10种内存块可供分配,分别是:
 2021-05-25 14:08:43 ;任务;1 :标签大小为8的内存块剩余3块；
 2021-05-25 14:08:43 ;任务;2 :标签大小为12的内存块剩余3块；
 2021-05-25 14:08:43 ;任务;3 :标签大小为16的内存块剩余3块；
 2021-05-25 14:08:43 ;任务;4 :标签大小为20的内存块剩余3块；
 2021-05-25 14:08:43 ;任务;5 :标签大小为40的内存块剩余0块；
 2021-05-25 14:08:43 ;任务;6 :标签大小为80的内存块剩余0块；
 2021-05-25 14:08:43 ;任务;7 :标签大小为160的内存块剩余0块；
 2021-05-25 14:08:43 ;任务;8 :标签大小为320的内存块剩余0块；
 2021-05-25 14:08:43 ;任务;9 :标签大小为640的内存块剩余0块；
 2021-05-25 14:08:43 ;任务;10 :标签大小为640的内存块剩余1块；
 2021-05-25 14:08:43 ;变量;请注意优先级为 5 的任务中声明的安全变量 safe_rates 没有相应的删除操作，任务结束自动删除。
 2021-05-25 14:08:43 ;内存;OSSafeVarMemPut中准备插入的内存块的信息为： 
 2021-05-25 14:08:43 ;内存;安全内存0X34E2558 -- 0X34E25A8，用户可用内存  72 字节，实链两端0X34E253C <---> 0X34E25A8，虚链数据0X65666173  <---> 0X7461725F
 2021-05-25 14:08:43 ;内存;OSSafeVarMemPut中准备合并左边的内存块：
 2021-05-25 14:08:43 ;内存;安全内存0X34E253C -- 0X34E2558，用户可用内存  20 字节，实链两端0X34E2520 <---> 0X34E2558，虚链数据0X      0  <---> 0X34E2520
 2021-05-25 14:08:43 ;内存;现有的该大小的内存块不多（小于等于设定值），取消合并
 2021-05-25 14:08:43 ;内存;OSSafeVarMemPut中准备合并右边的内存块：
 2021-05-25 14:08:43 ;内存;安全内存0X34E25A8 -- 0X34E2850，用户可用内存 672 字节，实链两端0X34E2558 <---> 0X      0，虚链数据0X      0  <---> 0X      0
 2021-05-25 14:08:43 ;内存;OSSafeVarMemPut中最终插入的内存块的信息为： 
 2021-05-25 14:08:43 ;内存;安全内存0X34E2558 -- 0X34E2850，用户可用内存 752 字节，实链两端0X34E253C <---> 0X      0，虚链数据0X      0  <---> 0X      0
 2021-05-25 14:10:35 ;内存;安全数据区内存首地址为:0X3241CD0
 2021-05-25 14:10:35 ;内存;安全内存0X3241CD0 -- 0X3241CE0，用户可用内存   8 字节，实链两端0X      0 <---> 0X3241CE0，虚链数据0X3241CE0  <---> 0X      0
 2021-05-25 14:10:35 ;内存;安全内存0X3241CE0 -- 0X3241CF0，用户可用内存   8 字节，实链两端0X3241CD0 <---> 0X3241CF0，虚链数据0X3241CF0  <---> 0X3241CD0
 2021-05-25 14:10:35 ;内存;安全内存0X3241CF0 -- 0X3241D00，用户可用内存   8 字节，实链两端0X3241CE0 <---> 0X3241D00，虚链数据0X      0  <---> 0X3241CE0
 2021-05-25 14:10:35 ;内存;安全内存0X3241D00 -- 0X3241D14，用户可用内存  12 字节，实链两端0X3241CF0 <---> 0X3241D14，虚链数据0X3241D14  <---> 0X      0
 2021-05-25 14:10:35 ;内存;安全内存0X3241D14 -- 0X3241D28，用户可用内存  12 字节，实链两端0X3241D00 <---> 0X3241D28，虚链数据0X3241D28  <---> 0X3241D00
 2021-05-25 14:10:35 ;内存;安全内存0X3241D28 -- 0X3241D3C，用户可用内存  12 字节，实链两端0X3241D14 <---> 0X3241D3C，虚链数据0X      0  <---> 0X3241D14
 2021-05-25 14:10:35 ;内存;安全内存0X3241D3C -- 0X3241D54，用户可用内存  16 字节，实链两端0X3241D28 <---> 0X3241D54，虚链数据0X3241D54  <---> 0X      0
 2021-05-25 14:10:35 ;内存;安全内存0X3241D54 -- 0X3241D6C，用户可用内存  16 字节，实链两端0X3241D3C <---> 0X3241D6C，虚链数据0X3241D6C  <---> 0X3241D3C
 2021-05-25 14:10:35 ;内存;安全内存0X3241D6C -- 0X3241D84，用户可用内存  16 字节，实链两端0X3241D54 <---> 0X3241D84，虚链数据0X      0  <---> 0X3241D54
 2021-05-25 14:10:35 ;内存;安全内存0X3241D84 -- 0X3241DA0，用户可用内存  20 字节，实链两端0X3241D6C <---> 0X3241DA0，虚链数据0X3241DA0  <---> 0X      0
 2021-05-25 14:10:35 ;内存;安全内存0X3241DA0 -- 0X3241DBC，用户可用内存  20 字节，实链两端0X3241D84 <---> 0X3241DBC，虚链数据0X3241DBC  <---> 0X3241D84
 2021-05-25 14:10:35 ;内存;安全内存0X3241DBC -- 0X3241DD8，用户可用内存  20 字节，实链两端0X3241DA0 <---> 0X3241DD8，虚链数据0X      0  <---> 0X3241DA0
 2021-05-25 14:10:35 ;内存;OSSafeVarMemInit函数中，分配完递增内存块之后剩余空间为: 760
 2021-05-25 14:11:06 ;内存;安全数据区内存首地址为:0X35C3E60
 2021-05-25 14:11:06 ;内存;安全内存0X35C3E60 -- 0X35C3E70，用户可用内存   8 字节，实链两端0X      0 <---> 0X35C3E70，虚链数据0X35C3E70  <---> 0X      0
 2021-05-25 14:11:06 ;内存;安全内存0X35C3E70 -- 0X35C3E80，用户可用内存   8 字节，实链两端0X35C3E60 <---> 0X35C3E80，虚链数据0X35C3E80  <---> 0X35C3E60
 2021-05-25 14:11:06 ;内存;安全内存0X35C3E80 -- 0X35C3E90，用户可用内存   8 字节，实链两端0X35C3E70 <---> 0X35C3E90，虚链数据0X      0  <---> 0X35C3E70
 2021-05-25 14:11:06 ;内存;安全内存0X35C3E90 -- 0X35C3EA4，用户可用内存  12 字节，实链两端0X35C3E80 <---> 0X35C3EA4，虚链数据0X35C3EA4  <---> 0X      0
 2021-05-25 14:11:06 ;内存;安全内存0X35C3EA4 -- 0X35C3EB8，用户可用内存  12 字节，实链两端0X35C3E90 <---> 0X35C3EB8，虚链数据0X35C3EB8  <---> 0X35C3E90
 2021-05-25 14:11:06 ;内存;安全内存0X35C3EB8 -- 0X35C3ECC，用户可用内存  12 字节，实链两端0X35C3EA4 <---> 0X35C3ECC，虚链数据0X      0  <---> 0X35C3EA4
 2021-05-25 14:11:06 ;内存;安全内存0X35C3ECC -- 0X35C3EE4，用户可用内存  16 字节，实链两端0X35C3EB8 <---> 0X35C3EE4，虚链数据0X35C3EE4  <---> 0X      0
 2021-05-25 14:11:06 ;内存;安全内存0X35C3EE4 -- 0X35C3EFC，用户可用内存  16 字节，实链两端0X35C3ECC <---> 0X35C3EFC，虚链数据0X35C3EFC  <---> 0X35C3ECC
 2021-05-25 14:11:06 ;内存;安全内存0X35C3EFC -- 0X35C3F14，用户可用内存  16 字节，实链两端0X35C3EE4 <---> 0X35C3F14，虚链数据0X      0  <---> 0X35C3EE4
 2021-05-25 14:11:06 ;内存;安全内存0X35C3F14 -- 0X35C3F30，用户可用内存  20 字节，实链两端0X35C3EFC <---> 0X35C3F30，虚链数据0X35C3F30  <---> 0X      0
 2021-05-25 14:11:06 ;内存;安全内存0X35C3F30 -- 0X35C3F4C，用户可用内存  20 字节，实链两端0X35C3F14 <---> 0X35C3F4C，虚链数据0X35C3F4C  <---> 0X35C3F14
 2021-05-25 14:11:06 ;内存;安全内存0X35C3F4C -- 0X35C3F68，用户可用内存  20 字节，实链两端0X35C3F30 <---> 0X35C3F68，虚链数据0X      0  <---> 0X35C3F30
 2021-05-25 14:11:06 ;内存;OSSafeVarMemInit函数中，分配完递增内存块之后剩余空间为: 760
 2021-05-25 14:11:06 ;变量;为安全数组变量申请安全内存，安全数组变量名为： buf
 2021-05-25 14:11:06 ;内存;OSSafeVarMemGet中，第9个内存标签大小为640,剩余内存块个数为1；相邻两个内存块的信息为：
 2021-05-25 14:11:06 ;内存;空指针
 2021-05-25 14:11:06 ;内存;空指针
 2021-05-25 14:11:06 ;内存;OSSafeVarMemGet中，第9个内存标签大小为640,剩余内存块个数为1；本块和下一个内存块的信息为：
 2021-05-25 14:11:06 ;内存;安全内存0X35C3FD0 -- 0X35C4260，用户可用内存 648 字节，实链两端0X35C3F68 <---> 0X      0，虚链数据0X      0  <---> 0X      0
 2021-05-25 14:11:06 ;内存;空指针
 2021-05-25 14:11:06 ;内存;OSSafeVarMemGet中取出的内存块的信息为：
 2021-05-25 14:11:06 ;内存;安全内存0X35C3F68 -- 0X35C3FD0，用户可用内存  96 字节，实链两端0X35C3F4C <---> 0X35C3FD0，虚链数据0X      0  <---> 0X      0
 2021-05-25 14:11:06 ;内存;OSSafeVarMemGet结束后，安全内存区剩余的可供分配的有效空间为816B。
 2021-05-25 14:11:06 ;变量;请注意优先级为 5 的任务中声明的安全变量 buf 没有相应的删除操作，任务结束自动删除。
 2021-05-25 14:11:06 ;内存;OSSafeVarMemPut中准备插入的内存块的信息为： 
 2021-05-25 14:11:06 ;内存;安全内存0X35C3F68 -- 0X35C3FD0，用户可用内存  96 字节，实链两端0X35C3F4C <---> 0X35C3FD0，虚链数据0X 667562  <---> 0X      0
 2021-05-25 14:11:06 ;内存;OSSafeVarMemPut中准备合并左边的内存块：
 2021-05-25 14:11:06 ;内存;安全内存0X35C3F4C -- 0X35C3F68，用户可用内存  20 字节，实链两端0X35C3F30 <---> 0X35C3F68，虚链数据0X      0  <---> 0X35C3F30
 2021-05-25 14:11:06 ;内存;现有的该大小的内存块不多（小于等于设定值），取消合并
 2021-05-25 14:11:06 ;内存;OSSafeVarMemPut中准备合并右边的内存块：
 2021-05-25 14:11:06 ;内存;安全内存0X35C3FD0 -- 0X35C4260，用户可用内存 648 字节，实链两端0X35C3F68 <---> 0X      0，虚链数据0X      0  <---> 0X      0
 2021-05-25 14:11:06 ;内存;OSSafeVarMemPut中最终插入的内存块的信息为： 
 2021-05-25 14:11:06 ;内存;安全内存0X35C3F68 -- 0X35C4260，用户可用内存 752 字节，实链两端0X35C3F4C <---> 0X      0，虚链数据0X      0  <---> 0X      0
